label,holdout,dataset,AA_4,PC_6,Domains_0,DNA_9,AUC,Acc,Spec,Sens,Prec,TP,TN,FP,FN
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.0,1.0,0.92,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.2,0.8,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.4,0.6,0.928,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.6,0.4,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.8,0.2,0.94,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,1.0,0.0,0.842,0.72,0.85,0.6,0.8,12,17,3,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.0,0.8,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.2,0.6,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.4,0.4,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.6,0.2,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.8,0.0,0.65,0.6,0.25,0.95,0.56,19,5,15,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.0,0.6,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.2,0.4,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.4,0.2,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.6,0.0,0.645,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.0,0.4,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.2,0.2,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.4,0.0,0.648,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.0,0.2,0.952,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.2,0.0,0.642,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,1.0,0.0,0.0,0.638,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.0,0.8,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.2,0.6,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.4,0.4,0.938,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.6,0.2,0.935,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.8,0.0,0.722,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.0,0.6,0.948,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.2,0.4,0.952,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.4,0.2,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.6,0.0,0.726,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.4,0.0,0.4,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.4,0.2,0.2,0.952,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.4,0.4,0.0,0.719,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.6,0.0,0.2,0.958,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.6,0.2,0.0,0.7,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.8,0.0,0.0,0.692,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.0,0.6,0.938,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.2,0.4,0.935,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.4,0.2,0.918,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.6,0.0,0.71,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.2,0.0,0.4,0.948,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.2,0.2,0.2,0.938,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.2,0.4,0.0,0.717,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.4,0.0,0.2,0.95,0.82,0.8,0.85,0.81,17,16,4,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.4,0.2,0.0,0.717,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.6,0.0,0.0,0.73,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.0,0.0,0.4,0.93,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.0,0.2,0.2,0.895,0.8,0.85,0.75,0.83,15,17,3,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.0,0.4,0.0,0.714,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.2,0.0,0.2,0.9,0.85,0.75,0.95,0.79,19,15,5,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.2,0.2,0.0,0.71,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.4,0.0,0.0,0.726,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.8,0.0,0.0,0.2,0.875,0.72,0.55,0.9,0.67,18,11,9,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.8,0.0,0.2,0.0,0.715,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.8,0.2,0.0,0.0,0.727,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,1.0,0.0,0.0,0.0,0.712,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.0,1.0,0.92,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.2,0.8,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.4,0.6,0.928,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.6,0.4,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.8,0.2,0.94,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,1.0,0.0,0.842,0.72,0.85,0.6,0.8,12,17,3,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.0,0.8,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.2,0.6,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.4,0.4,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.6,0.2,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.8,0.0,0.648,0.6,0.25,0.95,0.56,19,5,15,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.0,0.6,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.2,0.4,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.4,0.2,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.6,0.0,0.645,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.0,0.4,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.2,0.2,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.4,0.0,0.648,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.0,0.2,0.952,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.2,0.0,0.642,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,1.0,0.0,0.0,0.635,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.0,0.8,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.2,0.6,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.4,0.4,0.938,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.6,0.2,0.935,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.0,0.8,0.0,0.722,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.0,0.6,0.948,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.2,0.4,0.952,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.4,0.2,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.2,0.6,0.0,0.716,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.4,0.0,0.4,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.4,0.2,0.2,0.952,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.4,0.4,0.0,0.722,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.6,0.0,0.2,0.958,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.6,0.2,0.0,0.702,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.2,0.8,0.0,0.0,0.692,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.0,0.6,0.938,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.2,0.4,0.935,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.4,0.2,0.91,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.0,0.6,0.0,0.71,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.2,0.0,0.4,0.948,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.2,0.2,0.2,0.938,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.2,0.4,0.0,0.72,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.4,0.0,0.2,0.954,0.82,0.8,0.85,0.81,17,16,4,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.4,0.2,0.0,0.72,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.4,0.6,0.0,0.0,0.731,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.0,0.0,0.4,0.93,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.0,0.2,0.2,0.895,0.8,0.85,0.75,0.83,15,17,3,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.0,0.4,0.0,0.711,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.2,0.0,0.2,0.9,0.85,0.75,0.95,0.79,19,15,5,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.2,0.2,0.0,0.722,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.6,0.4,0.0,0.0,0.725,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.8,0.0,0.0,0.2,0.875,0.72,0.55,0.9,0.67,18,11,9,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.8,0.0,0.2,0.0,0.715,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.8,0.2,0.0,0.0,0.727,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,1.0,0.0,0.0,0.0,0.712,0.53,0.1,0.95,0.51,19,2,18,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.0,1.0,0.92,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.05,0.95,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.1,0.9,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.15,0.85,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.2,0.8,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.25,0.75,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.3,0.7,0.922,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.35,0.65,0.928,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.4,0.6,0.928,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.45,0.55,0.928,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.5,0.5,0.928,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.55,0.45,0.932,0.62,1.0,0.25,1.0,5,20,0,15
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.6,0.4,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.65,0.35,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.7,0.3,0.935,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.75,0.25,0.935,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.8,0.2,0.94,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.85,0.15,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.9,0.1,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,0.95,0.05,0.953,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.0,1.0,0.0,0.842,0.72,0.85,0.6,0.8,12,17,3,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.0,0.95,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.05,0.9,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.1,0.85,0.935,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.15,0.8,0.935,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.2,0.75,0.935,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.25,0.7,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.3,0.65,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.35,0.6,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.4,0.55,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.45,0.5,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.5,0.45,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.55,0.4,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.6,0.35,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.65,0.3,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.7,0.25,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.75,0.2,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.8,0.15,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.85,0.1,0.955,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.9,0.05,0.955,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.05,0.95,0.0,0.682,0.68,0.6,0.75,0.65,15,12,8,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.0,0.9,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.05,0.85,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.1,0.8,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.15,0.75,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.2,0.7,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.25,0.65,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.3,0.6,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.35,0.55,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.4,0.5,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.45,0.45,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.5,0.4,0.956,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.55,0.35,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.6,0.3,0.958,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.65,0.25,0.955,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.7,0.2,0.952,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.75,0.15,0.952,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.8,0.1,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.85,0.05,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.1,0.9,0.0,0.67,0.6,0.4,0.8,0.57,16,8,12,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.0,0.85,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.05,0.8,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.1,0.75,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.15,0.7,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.2,0.65,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.25,0.6,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.3,0.55,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.35,0.5,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.4,0.45,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.45,0.4,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.5,0.35,0.958,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.55,0.3,0.952,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.6,0.25,0.952,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.65,0.2,0.952,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.7,0.15,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.75,0.1,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.8,0.05,0.952,0.8,0.95,0.65,0.93,13,19,1,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.15,0.85,0.0,0.645,0.6,0.25,0.95,0.56,19,5,15,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.0,0.8,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.05,0.75,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.1,0.7,0.952,0.65,1.0,0.3,1.0,6,20,0,14
